,3n75 fiber,half,fiber,wt,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Peroxisome,golgi,lipid droplet,Category,SGA-hit,names,n3n75 fiber,nhalf,nfiber,nwt,y3n75 fiber,yhalf,yfiber,ywt,r3n75 fiber,rhalf,rfiber,rwt
22,0.323,-0.034684250270141,0.05474,0.022019607843137,1,0,0,0,0,0,0,0,0,0,Lipid-Related,1,YPK1,5,2917,50,153,393.1928,43.6649708604731,75.17742,124.37768627451,26.8126,41.0567463147069,42.75768,39.089385620915
23,0.240428571428571,0.055652021870625,0.037576923076923,0.042043609467456,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG3,7,3571,130,169,812.456142857143,44.4062601512181,76.4100846153846,126.670775147929,25.8104285714286,18.4210224026883,20.4812,23.4470473372781
24,-0.036083333333333,0.027861303407407,0.037103814503817,0.003257352941176,1,0,0,0,1,0,0,0,0,0,Autophagy,0,ATG18,12,675,131,136,869.324083333333,47.8009718518518,75.108106870229,131.030360294118,28.7654166666667,29.8278533333333,29.6634809160305,29.3925588235294
25,0.5535,-0.000786407508269,0.023067484662577,0.009185096338028,1,0,0,1,0,0,0,0,0,0,Proteasome,0,RPN14,4,1814,163,355,627.7555,43.6407188533627,70.0414478527607,120.616515492958,73.36725,10.0589575523705,14.8804478527607,16.0318647887324
26,0.441666666666667,-0.070305085388128,-0.029326359832636,-0.053429739193084,0,0,1,0,0,0,0,0,0,0,Autophagy,0,ATG40,6,1971,239,347,297.666,41.0868239472349,72.1818158995816,106.611884726225,124.746166666667,14.8148706240487,18.9508828451883,13.9718674351585
27,-0.084,-0.006946110666667,0.050602564102564,0.092072164948454,1,0,0,0,0,0,0,0,0,0,Signaling,1,STE50,1,600,78,97,565.328,46.1402933333333,74.6596794871795,126.857969072165,9.404,10.36612,18.1937435897436,16.7856391752577
28,-0.48275,-0.07244709912854,-0.096961538461539,-0.121066326530612,0,0,1,0,0,0,0,0,0,0,Autophagy,0,ATG15,4,1377,52,196,621.4955,43.2461249092229,68.4901153846154,122.542520408163,33.94325,18.9033050108932,25.4910769230769,27.7695918367347
29,0.229666666666667,-0.00495392256865,0.145795180722892,-0.028900398406375,1,0,0,1,0,0,0,0,0,0,-,1,PTC1,6,1748,83,251,290.507166666667,43.1352700228833,71.239578313253,116.647992031873,32.0253333333333,8.83244450800915,20.6406626506024,11.1142908366534
30,0.5277,0.028630185499276,0.046438944444444,0.053297159330144,1,0,0,0,0,0,0,0,0,0,Stress-related,0,PGM2,10,1382,144,209,348.8742,44.744997829233,71.9978680555556,120.412851674641,49.8786,26.0669732272069,48.5937361111111,32.0940622009569
31,0.6245,0.139769136781054,0.155945454545455,0.153429985582822,1,0,0,1,0,0,0,0,0,0,Stress-related,0,PBP1,2,2069,165,326,23.279,43.1920512324795,68.3360484848485,122.466760736196,32.7035,57.031316578057,54.4085272727273,55.1368159509202
32,0.285555555555556,-0.039389571815287,0.097846153846154,-0.044288888888889,0,0,0,1,0,0,0,0,0,0,Proteasome,0,BLM10,9,628,182,45,541.966888888889,46.9562770700637,71.6615,125.860733333333,44.6501111111111,30.1188582802548,31.4178351648352,35.2682
33,0.223333333333333,0.001379974409449,0.098155249230769,-0.027388235294118,1,0,0,1,0,0,0,0,0,0,Stress-related,0,YAP1,6,508,65,85,782.388833333333,46.9888622047244,75.7366,128.073941176471,18.3296666666667,17.7784429133858,21.9878,18.3564941176471
34,0.909,0.035953615208333,0.005763888888889,0.035869507862069,1,0,0,0,0,0,0,0,0,0,Stress-related,0,TSL1,1,960,72,145,977.7,45.5243479166667,77.6715416666667,137.0012,218.852,24.665525,34.1407638888889,31.6583448275862
35,0.320428571428571,-0.026895541277851,0.087527845283019,-0.073565656565657,0,0,0,1,0,0,0,0,0,0,-,1,LRS4,7,1526,106,99,362.101714285714,44.8894167758847,81.2064622641509,126.105353535354,71.0707142857143,13.4926618610747,22.1282924528302,16.6357171717172
36,0.219875,-0.016596704140527,-0.002276017647059,-0.031048387096774,0,0,0,0,0,0,0,0,0,0,Vacuole-related,1,VPS3,8,2391,68,62,445.653375,45.3959343370975,78.9720294117647,126.45064516129,65.854625,11.4321501463823,23.3065735294118,15.676064516129
37,0.2915,0.019143028293737,0.005192235,0.010772105327869,0,0,0,0,0,0,0,0,0,0,Structural,1,KRE28,10,463,680,366,588.218,41.1280259179266,61.7273426470588,109.665866120219,31.4054,22.870524838013,19.7239985294118,22.7108469945355
38,0.299875,-0.042097018592593,0.004099630645161,0.053387931034483,0,0,0,0,0,1,1,0,0,0,Structural,1,BNI1,8,1350,186,232,328.579625,43.9252355555556,63.7072634408602,108.345336206897,23.717,19.1102955555556,21.0678602150538,19.9900689655172
39,NA,-0.004920287090909,0.040542857142857,-0.023660869565217,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG2,NA,1100,105,115,NA,44.8064154545455,67.360419047619,126.767556521739,NA,11.4804845454545,12.9637238095238,10.8430173913043
40,0.341,-0.025437504387202,-0.008239517557252,-0.039476610672098,0,0,0,1,0,0,0,0,0,0,RNA-related,1,MED1,5,1844,131,491,387.3888,42.5627039045553,68.1361221374046,90.5025397148676,27.5592,25.276512472885,22.5096717557252,24.1062260692464
41,0.1885,-0.03257814972796,0.018513424789916,-0.091259259259259,0,0,0,1,0,0,0,0,0,0,DNA-related,1,RSC1,4,1985,476,162,524.8035,40.9732881612091,51.4837542016807,117.165049382716,9.94275,18.9917561712846,16.7862079831933,23.7897777777778
42,0.6345,0.042430194855321,-0.029430769230769,0.048229730659026,1,0,0,0,0,0,0,0,0,0,RNA-related,1,BUD27,2,2039,65,349,396.0985,41.6497233938205,65.8578769230769,117.929722063037,60.491,26.1412923001471,24.7809384615385,25.8445501432665
43,-0.164,0.002658407186147,0.000547987616099,-0.008134387359551,1,0,0,0,0,0,0,0,0,0,Stress-related,0,CTT1,1,1155,323,356,37.222,43.5035203463203,64.6544210526316,114.05204494382,3.63200000000001,11.3444303030303,17.6717120743034,12.3873904494382
44,0.2754,0.004394559477124,-0.021192686237624,-0.019361538461539,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG13,5,306,202,260,392.1082,46.6797516339869,71.9437475247525,123.0316,37.166,11.8019019607843,13.5988316831683,12.6591038461538
45,0.327888888888889,0.016157014574558,0.034454545454546,0.056888888888889,1,0,0,0,1,0,0,0,0,0,Stress-related,0,TFS1,9,1187,11,27,286.002888888889,46.1968449873631,79.6976363636364,114.254,39.3641111111111,18.037350463353,50.3667272727273,73.1181851851852
46,0.373,0.024347762426343,0.042439393939394,-0.0049,1,0,0,1,0,0,0,0,0,0,Stress-related,0,MSN2,1,1731,66,20,570.086,48.2959924898902,85.6115,127.54625,19.779,20.6367579433853,23.8858181818182,22.20115
47,0.0605,-0.025700527560241,0.0279030695,-0.055787878787879,1,0,0,0,1,0,0,0,0,0,-,1,RMD1,2,1328,400,198,948.5475,44.7759706325301,68.766375,121.089272727273,15.555,15.5289337349398,17.3737425,20.2529949494949
48,0.160666666666667,0.004805692549906,0.009869225517241,-0.011795597484277,1,0,0,0,0,0,0,0,0,0,Stress-related,0,GLC3,3,2655,290,318,609.978333333333,44.1603596986817,69.7840689655172,126.439827044025,6.586,9.75364444444445,14.9615103448276,14.2921289308176
49,0.156625,-0.026012310654749,-0.020443867085427,-0.051196611231394,0,0,0,1,0,0,0,0,0,0,RNA-related,1,NSI1,32,2853,398,739,575.003625,43.479880126183,59.8724346733668,95.5779296346414,42.572375,12.573517700666,14.9047185929648,12.9917090663058
50,0.5172,0.007975244740177,0.112319402985075,0.064669063135593,1,0,0,1,0,0,0,0,0,0,Proteasome,0,RPT1,5,789,335,472,457.919,44.4150392902408,61.1619194029851,109.596127118644,43.6038,162.996422053232,137.324370149254,163.432336864407
51,0.155666666666667,-0.030379894323432,0.026241525423729,-0.043434969883041,1,0,0,1,0,0,0,0,0,0,DNA-related,1,TOF1,3,1515,236,342,583.058666666667,43.9240178217822,67.3398347457627,95.2940730994152,7.721,16.4439828382838,15.3986228813559,16.8500877192982
52,0.102333333333333,-0.01528394137931,0.004792372881356,-0.044968090784983,0,0,0,1,0,0,0,0,0,0,RNA-related,1,INO2,3,435,236,293,302.255,44.8583287356322,69.9711652542373,119.028583617747,6.90733333333333,11.626508045977,10.6570084745763,14.2371604095563
53,0.34775,0.001188955881671,0.052,0.013493004968944,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG1,4,1724,30,161,595.58425,44.7239286542923,72.9968333333333,116.975726708075,51.395,10.6815788863109,10.0125,17.3214906832298
54,0.217285714285714,-0.002552979363733,0.00170840661157,-0.028233075305624,1,0,0,1,0,0,0,0,0,0,Autophagy,0,ATG17,7,1886,121,409,613.003714285714,41.6876765641569,67.4468925619835,112.816831295844,39.9094285714286,7.82503393425239,10.0878842975207,9.59831295843521
55,-0.0685,-0.04869695861643,0.017116279069767,-0.060673913043478,0,0,0,0,1,0,0,0,0,0,Stress-related,0,WSC3,10,1619,86,92,723.5595,42.7934663372452,63.7411279069767,120.64577173913,16.556,9.75215873996294,13.4819534883721,11.2297608695652
56,0.239,-0.060609488333333,0.02429378045977,-0.088896551724138,1,1,1,0,0,0,0,0,0,0,Apoptosis ,1,YSP2,4,210,87,145,66.1175,45.4755619047619,74.3813218390805,123.45615862069,71.17375,10.6915476190476,14.3751379310345,11.8511034482759
57,0.441125,-0.037716653837209,0.089577777777778,-0.062030303030303,0,1,0,1,0,0,0,0,0,0,Stress-related,0,HSF1,8,602,90,99,387.189375,45.4633820598007,80.8342333333333,127.869,34.813125,21.0257524916944,27.0534444444444,26.9976666666667
58,0.3275,0.021548256545209,-0.00828125,0.023358085620915,0,0,0,0,0,0,0,1,0,0,Proteasome,1,UBI4,2,741,64,153,514.577,43.9395587044534,63.22821875,123.444575163399,93.167,17.0480769230769,18.29390625,18.0938431372549
59,0.48675,0.049571549281156,0.074830508474576,0.072490445859873,1,0,0,0,1,0,0,0,0,0,Autophagy,0,ATG8,4,2977,118,157,471.4965,43.1618196170642,71.707,122.670184713376,23.8665,29.6325041988579,28.1214745762712,29.1956178343949
60,-0.0254,-0.012473064366969,-0.004751937984496,-0.023073844783715,0,0,0,0,0,0,0,0,0,0,Structural,0,SPC42,5,2428,258,393,874.7946,44.0081960461285,68.6423488372093,119.822193384224,11.9558,18.4369781713344,17.6680891472868,20.7670025445293
61,-0.110428571428571,-0.014749084543335,-0.012741657594168,-0.033295117609047,0,0,1,0,0,0,0,0,0,0,Autophagy,0,ATG39,7,2573,823,619,541.275,42.5340248736883,58.5239890643985,98.8820323101777,13.379,8.94674349008939,11.2430036452005,9.13921486268175
62,-0.136142857142857,-0.046916666666667,0.05689010989011,-0.013392100324675,0,0,0,0,1,0,0,0,0,0,Protease,0,PFF1,7,12,273,308,616.490714285714,46.7193333333333,59.1321172161172,109.487305194805,11.6385714285714,11.1905,12.1721208791209,12.7971688311688
63,-0.004,-0.00901619337437,0.001728820769231,0.006284848484848,0,0,0,0,1,0,0,0,0,0,-,1,AVT2,1,1787,130,165,728.368,42.7957649692222,63.1469307692308,112.977648484848,15.129,7.3633447118075,8.52390769230769,9.86270303030303
64,0.35,0.0061683036053,0.081060606060606,0.042236842105263,1,0,0,1,0,0,0,0,0,0,Stress-related,0,MSN4,2,1434,66,114,454.741,43.4874574616457,71.2164848484849,114.696026315789,102.915,9.48065271966527,19.9108939393939,17.2866140350877
65,-0.056444444444444,-0.010608997227357,-0.00231559097561,-0.017825737265416,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG12,9,541,410,373,405.277,45.487550831793,60.0101048780488,110.556954423592,12.8201111111111,8.16443807763401,8.13066341463415,10.6024557640751
66,-0.138,-0.058183544036885,-0.084413515789474,-0.084609175,1,0,0,0,1,0,0,0,0,0,Autophagy,0,VAC8,3,1464,114,228,463.082,43.7695006830601,66.0093859649123,114.190162280702,131.792666666667,114.608400956284,127.192894736842,123.123355263158
67,0.025,-0.012460295294118,-0.012644028488889,-0.011372727272727,0,0,0,0,1,0,0,0,0,0,-,1,NPR2,13,1530,225,110,532.867307692308,44.6462705882353,62.3588622222222,116.376681818182,11.3479230769231,8.37019803921569,8.56758666666667,12.0361545454545
68,0.4995,-0.073617496981678,-0.12948275862069,-0.180166666666667,0,1,1,1,0,0,0,0,0,0,Protease,0,STE24,4,1037,174,108,281.2315,46.1244966248795,63.4249252873563,119.938148148148,49.9555,96.9758784956606,97.9806954022988,89.9880648148148
69,-0.0364339,-0.015695968680445,0.017864077669903,-0.001426035502959,0,0,1,0,0,0,0,0,0,0,-,1,VMA21,13,629,103,169,573.159538461538,45.2898473767886,71.936,120.01249112426,28.219,7.92445945945946,12.233067961165,9.59419526627219
70,0.491,-0.071905465288035,-0.1426,-0.115551479558011,0,0,0,0,1,0,0,0,0,0,Protease,0,ECM14,2,677,5,362,69.566,45.9932776957164,86.5682,116.954845303867,113.9345,22.923964549483,25.998,30.850635359116
71,0.184,-0.029502871186441,0.005266666666667,-0.03118045112782,0,0,0,0,1,0,0,0,0,0,Protease,0,APE1,4,295,15,133,281.15675,46.3734949152542,67.3984,119.815413533835,26.828,11.563206779661,34.3854,10.6391879699248
72,0.1985,-0.000491338530702,0.007508223529412,-0.025678651685393,0,1,0,0,0,0,0,0,0,0,Autophagy,0,ATG32,4,3648,221,445,267.625,43.7289336622807,68.1451447963801,120.337714606742,8.58225,7.51391721491228,11.6230180995475,9.51119550561798
73,-0.208277777777778,-0.004026099564197,0.01189364794702,-0.011154029063444,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG10,18,2983,604,662,638.058111111111,40.8300107274556,58.8419006622517,99.6337552870091,10.1748888888889,8.01616996312437,8.05940562913907,8.00219637462236
74,-0.1176,-0.018334074740811,-0.025209893931398,0.00020723994543,0,0,0,1,0,0,0,0,0,0,DNA-related,1,MMS22,20,1061,379,733,698.5465,43.2265174363808,62.8435699208443,81.7833055934516,12.36565,7.50233176248822,9.17713192612137,6.54536698499318
75,0.772,0.097561567231121,0.109241666666667,0.166623434972678,1,0,0,0,0,0,0,1,0,0,AA-related,1,AAT2,1,2185,120,366,734.107,42.683566590389,65.0778333333333,105.776822404372,126.224,245.87628375286,209.713366666667,254.917849726776
76,-0.02125,0.001078834537572,0.017102858303887,0.008528846153846,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG34,12,692,283,104,542.06225,44.0787514450867,67.9322296819788,111.142221153846,12.7678333333333,10.2981907514451,11.7770282685512,14.9611538461538
77,-0.041866666666667,0.002395947447601,-0.006800505050505,-0.041510251362683,0,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG20,15,2147,396,477,698.921933333333,43.3669650675361,60.1176994949495,107.638815513627,20.8966666666667,8.56102748020494,9.06671212121212,9.98036687631027
78,0.733,0.074764729621849,0.041856223255814,0.15423746701847,1,0,0,1,0,0,0,0,0,0,-,1,SPE3,6,3332,172,379,713.8265,41.3001995798319,60.871226744186,103.479744063325,111.058,195.992745798319,180.042273255814,181.472245382586
79,0.114,0.006427128389755,0.033188888068182,-0.000350993377483,1,0,0,1,0,0,0,0,0,0,Autophagy,0,ATG5,4,1796,176,302,465.838,41.8314877505568,62.7403011363636,105.493294701987,12.5995,9.9523986636971,11.9792840909091,9.86908278145695
80,0.623,0.159953288818359,0.122739393939394,0.259007518796992,1,0,0,1,0,0,0,0,0,0,Stress-related,0,DED1,9,2048,165,266,583.040666666667,47.0867241210938,64.8040484848485,107.091334586466,426.057666666667,861.897826171875,747.136387878788,748.228304511278
81,0.1025,0.032493668414898,0.017863908695652,0.003970639410681,0,0,0,0,0,0,0,0,0,0,-,0,ATG41,18,2309,230,543,653.180611111111,42.1194547423127,58.5975260869565,108.143974217311,24.9162777777778,16.9438271979212,18.3722565217391,17.6870994475138
82,0.265,-0.043306893531828,-0.088640345652174,-0.119774592982456,0,0,0,0,1,0,0,0,0,0,Marker,0,VPH1,2,974,184,114,176.8075,45.1473059548255,71.1908369565217,118.447596491228,198.64,277.156281314168,344.078016304348,320.517877192982
83,0.392333333333333,0.006496462791991,0.110029148571429,0.023966697441861,0,0,0,1,0,0,0,0,0,0,Marker,0,NAB2,3,1798,189,430,754.303333333333,46.7425923248053,70.7942751322751,114.629737209302,78.6516666666667,215.32926807564,212.968227513228,219.480660465116
84,-0.113,0.728707359110629,0.526424757281553,0.539166666666667,0,1,0,0,0,0,0,0,0,0,Marker,0,COX4,23,6454,412,834,909.641565217391,43.0400838239851,65.8204004854369,115.748267386091,40.1739130434783,55.224625813449,53.6278082524272,47.7880323741007
85,0.021461538461539,-0.007021062890514,0.024209345794393,-0.022333891720779,0,0,0,0,0,0,0,1,0,0,Marker,0,PEX3,13,4238,535,616,665.291538461538,42.1261314299198,48.790708411215,100.970225649351,24.881,18.803621047664,18.895138317757,19.7320974025974
86,-0.131555555555556,0.007799599373041,-0.002883026923077,-0.014542685623003,0,0,0,0,0,0,0,0,1,0,Marker,0,TLG1,9,1276,156,313,954.227444444444,44.9497382445141,63.3392307692308,110.923233226837,13.6144444444444,9.57816849529781,15.0059679487179,12.3255303514377
87,-0.2046,-0.072697110973783,-0.111043307086614,-0.081352941176471,0,0,0,0,0,0,0,0,1,0,Marker,0,VRG4,5,1335,254,153,807.4624,44.4374741573034,61.1899488188976,102.266366013072,366.5238,220.313516104869,242.332677165354,261.100973856209
88,-0.014583333333333,-0.010302547348887,-0.014981884057971,-0.035916951900826,0,0,0,0,0,0,0,0,0,1,Marker,0,TGL3,12,1886,276,242,600.12275,45.1918144220573,63.9203007246377,111.23702892562,62.598,11.2557253446448,15.1265543478261,13.4834669421488
89,0.12275,-0.020076894939394,0.03256,-0.057946859903382,0,0,0,1,0,0,0,0,0,0,Structural,0,NUP145,8,2970,200,207,604.697,43.1904464646465,67.157685,103.540961352657,37.21125,52.6150087542088,54.04642,55.9412946859903
90,0.1453,-0.180400245707376,-0.137408333333333,-0.091586453107345,0,0,0,0,0,0,1,0,0,0,Structural,0,EDE1,10,2481,120,177,585.0685,42.4003603385732,68.6500666666667,104.252994350282,62.2106,87.8680781942765,86.3768916666667,80.6289548022599
91,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
