,3n75 wt,half,fiber,wt,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Peroxisome,golgi,lipid droplet,Category,SGA-hit,names,n3n75 wt,nhalf,nfiber,nwt,y3n75 wt,yhalf,yfiber,ywt,r3n75 wt,rhalf,rfiber,rwt
30,0.27939197213392,0.079788838041388,0.195221314914006,0.252576638660055,1,0,0,0,0,0,0,0,0,0,Stress-related,0,PGM2,914,1974,1640,1387,2151.88524726477,19.510037993921,74.4157987804878,434.393570295602,30.4084562363239,28.4226266464032,29.6267317073171,27.2197541456381
31,0.54295540261955,0.069800444664245,0.474953030505654,0.588410275725997,1,0,0,1,0,0,0,0,0,0,Stress-related,0,PBP1,1600,1570,1410,1402,2081.705160625,19.6544968152866,79.0345106382979,462.127109129815,52.852611875,51.8541904458599,53.1460943262411,52.6528017118402
32,0.514928057998122,0.042239336056516,0.494187374733031,0.526023954986959,0,0,0,1,0,0,0,0,0,0,Proteasome,0,BLM10,1047,712,1781,1452,2162.62425978988,21.3625842696629,76.7877900056148,447.359329201102,26.8373638968481,26.9722092696629,25.7051049971926,25.8799944903581
33,0.416051538364485,0.046245226876144,0.421653476368046,0.414357109205959,1,0,0,1,0,0,0,0,0,0,Stress-related,0,YAP1,490,2018,671,1441,2206.06878163265,19.9360024777007,80.1112459016394,461.543700208189,16.8265795918367,14.1057348860258,15.7790387481371,14.7497314365024
34,0.105904617180283,0.094961144217564,0.046378343414982,0.094038082775404,1,0,0,0,0,0,0,0,0,0,Stress-related,0,TSL1,834,1538,1085,1716,2228.28273261391,19.8135123537061,79.7869152073733,458.809975524476,27.8927134292566,23.2579297789337,24.3769889400922,22.9443490675991
35,0.160339444481164,0.036210201369324,0.163157285484483,0.178677932973483,0,0,0,1,0,0,0,0,0,0,-,1,LRS4,1157,2311,818,1308,2252.74897234226,19.3949692773691,77.7248092909535,467.858739296636,14.3651477960242,10.5553613154479,12.1866552567237,12.1683096330275
36,0.034280342130895,0.091393693518092,0.046192113942439,0.033370059685377,0,0,0,0,0,0,0,0,0,0,Vacuole-related,1,VPS3,2389,2915,1525,939,2185.32467182922,20.5246929674099,77.7745816393443,507.31543343983,11.4594445374634,9.83077804459691,9.41584459016393,10.9522119275825
37,0.386000397910685,0.067045281635678,0.353316478717467,0.355568818367367,0,0,0,0,0,0,0,0,0,0,Structural,1,KRE28,4681,1631,5760,1491,2052.09967934202,20.5827584304108,73.1822680555556,454.069269617706,21.0861591540269,19.6209711833231,19.574109375,21.2552461435278
38,0.051334010250884,0.116062565346312,0.049570197588984,0.043620542546819,0,0,0,0,0,1,1,0,0,0,Structural,1,BNI1,2222,1609,2131,1384,2011.21311476148,21.1413673088875,83.9039770061004,460.792911849711,17.3537115211521,15.3701354878807,15.8867273580479,16.0973056358382
39,0.040672230991625,0.085286609755464,0.040248524731815,0.03333928847591,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG2,2883,438,1562,2967,2075.98302636143,21.0645479452055,80.6439366197183,450.74428008089,9.64791501907735,8.48233561643836,8.06483738796415,8.3640596562184
40,0.545760668513181,0.040817911467608,0.531056823757386,0.545173411097098,0,0,0,1,0,0,0,0,0,0,RNA-related,1,MED1,1998,1992,2323,2336,2151.96830830831,20.1648760040161,82.0632544123978,452.410484160959,26.1872147147147,23.9566857429719,24.2578204907447,23.8605817636986
41,0.498238568915438,0.041658686679409,0.534701284541744,0.50354147934599,0,0,0,1,0,0,0,0,0,0,DNA-related,1,RSC1,1413,1696,3617,1891,2110.7233517339,19.2200224056604,79.2148529167819,441.761379693284,18.5080658174098,17.4238702830189,18.753551562068,16.8834838709677
42,0.143186796530958,0.116450903915078,0.059401308973577,0.136137627844261,1,0,0,0,0,0,0,0,0,0,RNA-related,1,BUD27,1599,2939,1872,1606,2127.61423014384,19.2011361007145,76.9687483974359,431.176684931507,24.8422326454034,21.9681180673699,23.0313472222222,22.4097839352428
43,0.054172216902465,0.081298206073258,0.03973325447165,0.041444439229849,1,0,0,0,0,0,0,0,0,0,Stress-related,0,CTT1,2188,3522,2645,2456,2084.59797531993,19.7678043725156,78.1008665406427,439.99952728013,10.5265434186472,11.1691064735945,10.76277731569,10.3052349348534
44,0.030086963516202,0.084072339811837,0.025453405704512,0.01853783468341,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG13,688,511,1287,443,2119.64286337209,19.2209510763209,85.7178034188034,448.345609480813,10.8342136627907,8.7961409001957,8.238668997669,8.77694582392776
45,0.189695340787623,NA,0.120143116326603,0.150932787195621,1,0,0,0,1,0,0,0,0,0,Stress-related,0,TFS1,1234,NA,852,779,2131.52787682334,NA,79.5945798122066,453.024958921694,21.0345397082658,NA,17.9258450704225,18.2819576379974
46,0.151387323347825,0.096232353962672,0.14042312192742,0.181404762974748,1,0,0,1,0,0,0,0,0,0,Stress-related,0,MSN2,2165,1392,1517,2173,2178.39754503464,20.0011350574713,87.3221179960448,455.291889553613,18.0991653579677,16.4613304597701,16.0221812788398,15.8800754716981
47,0.201455262148534,0.068749991156371,0.197838919138142,0.188846990588537,1,0,0,0,1,0,0,0,0,0,-,1,RMD1,1364,2891,928,1759,2084.29253739003,19.7063535108959,81.8509364224138,437.819076179648,13.4381297653959,11.6478474576271,12.417349137931,11.5480324047754
48,0.092270976975416,0.064979372604517,0.068566706403411,0.070010267989867,1,0,0,0,0,0,0,0,0,0,Stress-related,0,GLC3,2651,3123,2374,2523,2154.66251188231,19.9456135126481,81.8156229991575,463.735082441538,12.3275473406262,8.4859897534422,9.32090185341196,8.78728656361474
49,0.209147951850049,0.036954916059888,0.151486555015853,0.210612845065967,0,0,0,1,0,0,0,0,0,0,RNA-related,1,NSI1,3078,3448,3128,2726,2055.01082391163,20.427402262181,76.8971202046036,436.832781364637,12.0334454191033,10.2615484338747,10.0143973785166,10.3414977989729
50,0.588217328224763,0.065975525931822,0.538654279262745,0.603199134938268,1,0,0,1,0,0,0,0,0,0,Proteasome,0,RPT1,737,1144,920,1094,2160.68256580733,20.6453487762238,88.0995706521739,451.147310786106,159.220630936228,156.018768356643,173.574989130435,153.342793418647
51,0.478704424935856,0.033285792878322,0.458107366887194,0.487531728342885,1,0,0,1,0,0,0,0,0,0,DNA-related,1,TOF1,1221,771,1741,1402,2179.60746764947,20.832990920882,88.5435410683515,454.662830242511,15.8748304668305,13.4260505836576,13.990206777714,13.7348188302425
52,0.344783777651296,0.048268411018011,0.281124391671269,0.290496335206463,0,0,0,1,0,0,0,0,0,0,RNA-related,1,INO2,2212,1450,1856,306,2200.42278707052,19.9028703448276,85.8070614224138,475.175382352941,11.1156609403255,8.94425586206897,8.83283297413793,9.47432352941176
53,0.031134558065342,0.077499177641194,0.030206485796726,0.020699852220704,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG1,1181,2636,1881,882,2050.98426756986,19.7104047799697,82.4274657097289,425.375689342404,9.96590093141406,8.00595182094082,8.66442583732057,8.33734467120181
54,0.03422195712377,0.070590311918552,0.04039128680371,0.030246086173323,1,0,0,1,0,0,0,0,0,0,Autophagy,0,ATG17,1505,2526,1016,1974,2100.03819800664,19.6125178147268,84.730531496063,441.256056231003,7.76465514950166,5.59644299287411,5.77046456692913,6.01095542046606
55,0.022472583468733,0.066684090237551,0.037339483430481,0.018255001171601,0,0,0,0,1,0,0,0,0,0,Stress-related,0,WSC3,446,1999,1092,1644,2035.89540807175,20.8200115057529,79.1128827838828,428.572446472019,8.94943049327354,6.75185042521261,7.5808836996337,6.87081630170316
56,0.013289501009499,NA,0.017969113490459,0.018486427805126,1,1,1,0,0,0,0,0,0,0,Apoptosis ,1,YSP2,1170,NA,1076,383,2035.87131538462,NA,83.716623605948,450.549785900783,8.5987452991453,NA,6.8703029739777,8.18170234986945
57,0.497821756762047,0.045347470655239,0.4891577897064,0.479349862489443,0,1,0,1,0,0,0,0,0,0,Stress-related,0,HSF1,937,1566,1954,1521,2134.51712913554,19.8189278416347,82.7963162743091,427.422928994083,19.5670096051227,17.2016079182631,18.7434303991812,16.6680427350427
58,0.194757042008121,0.070189565319838,0.229792855821072,0.179525369162718,0,0,0,0,0,0,0,1,0,0,Proteasome,1,UBI4,835,944,753,824,2128.57451616766,20.3390349576271,83.4275976095618,423.337316747573,14.9632610778443,14.1444819915254,17.6130292164675,14.9400898058252
59,0.371603124915568,0.066747230976726,0.259146095322768,0.311935268715573,1,0,0,0,1,0,0,0,0,0,Autophagy,0,ATG8,1530,1430,383,843,2074.14199346405,20.0667748251748,82.1144360313316,453.796752075919,25.7249424836601,24.5702902097902,26.1784151436031,25.6882965599051
60,0.227029062370912,NA,0.239908249002817,0.22049669674521,0,0,0,0,0,0,0,0,0,0,Structural,0,SPC42,1924,NA,1215,2290,2135.83070945946,NA,79.9454790123457,435.118809170306,18.3614818087318,NA,16.0430609053498,15.726268558952
61,0.035477075603469,0.050562563861659,0.04642579041207,0.041607773651062,0,0,1,0,0,0,0,0,0,0,Autophagy,0,ATG39,1999,2206,1509,1557,2107.19052376188,20.1279932003626,85.8747256461233,435.557363519589,8.24886793396698,6.5815167724388,6.72865672630881,7.89779254977521
62,0.018747553401424,0.05731095579879,0.029309641342516,0.020972381767906,0,0,0,0,1,0,0,0,0,0,Protease,0,PFF1,972,1574,1094,1671,2186.59875720165,20.4604930114358,89.8433290676417,437.117477558348,8.62858436213992,7.30204828462516,7.18251645338208,7.11697007779773
63,0.038795138068108,0.066149107603815,0.033415990757236,0.032721270114506,0,0,0,0,1,0,0,0,0,0,-,1,AVT2,335,1830,1093,1514,2147.6732119403,20.3706081967213,84.3474821591949,457.281222589168,7.14242985074627,6.25001530054645,5.70102836230558,6.40527278731836
64,0.056342082107859,0.088826033959062,0.058861676677301,0.045750420444738,1,0,0,1,0,0,0,0,0,0,Stress-related,0,MSN4,836,617,766,1493,2062.97421172249,21.8895931928687,82.9967872062663,390.146140656397,8.67191028708134,7.27158670988655,7.86266710182768,6.90099397186872
65,0.034093898231396,0.071787646431299,0.035580762660057,0.024543567469218,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG12,1032,1071,2206,2456,2157.01409205426,19.8061129785247,84.8786418857661,433.074472312704,6.79523158914729,5.25731559290383,5.77450906618314,5.78440431596091
66,0.016582476959048,0.081459005930107,0.032369357009705,0.019299842978213,1,0,0,0,1,0,0,0,0,0,Autophagy,0,VAC8,1712,1755,965,966,2027.66862792056,19.6948290598291,84.8918974093264,430.445429606625,105.299731308411,103.959127065527,112.482621761658,100.41367184265
67,0.047079057512721,0.080254354254121,0.035365415432704,0.04066935667523,0,0,0,0,1,0,0,0,0,0,-,1,NPR2,1412,705,1779,894,2048.09334348442,19.5428581560284,84.7106756604834,437.848184563758,6.92679815864023,5.54427092198582,5.92940303541315,6.76379306487696
68,0.009260151594021,0.05088151556562,0.022416470655302,0.016685843086611,0,1,1,1,0,0,0,0,0,0,Protease,0,STE24,1149,697,1306,1898,2181.27126196693,20.5855351506456,86.3065980091884,407.093190727081,91.8161496953873,86.6364978479197,83.9837940275651,81.335145943098
69,0.033022639811719,0.064004415641931,0.030516782546164,0.02928141148006,0,0,1,0,0,0,0,0,0,0,-,1,VMA21,2203,3398,404,599,2024.63620971403,19.8519114184815,81.8582326732673,412.910462437396,7.61990285973672,6.24508769864626,6.2914603960396,5.94058931552588
70,0.01595645143464,0.045832654564338,0.022114953579984,0.016730957105867,0,0,0,0,1,0,0,0,0,0,Protease,0,ECM14,833,1245,1184,146,1947.32233613445,19.2823734939759,82.6440261824324,435.416369863014,19.6008307322929,18.624697188755,17.91878125,18.4475753424658
71,0.021603922310562,0.062163306303235,0.030099219805037,0.019049521562288,0,0,0,0,1,0,0,0,0,0,Protease,0,APE1,208,1196,701,995,2144.22733653846,19.5980392976589,81.7458459343795,429.888715577889,10.4542692307692,7.46620150501672,8.29682738944365,8.20510150753769
72,0.026877503904367,0.066524399632661,0.037545172942309,0.026916160300663,0,1,0,0,0,0,0,0,0,0,Autophagy,0,ATG32,1822,1613,488,1871,2064.73393907794,19.5713044017359,85.0640573770492,431.653332977018,7.42959165751921,5.53779851208927,5.59352459016393,5.62909353287012
73,0.029168634441949,0.064354044155134,0.03312425474108,0.024803990695887,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG10,1978,3298,2220,958,2064.65414155713,19.1570742874469,85.0241972972973,441.460741127349,6.6880131445905,5.21538963007884,5.55558333333333,6.01050417536534
74,0.034687454485719,0.063330408846243,0.040777419488681,0.028730057657115,0,0,0,1,0,0,0,0,0,0,DNA-related,1,MMS22,1740,3415,3396,2780,2073.00192988506,19.557368374817,83.5916710836278,420.04113705036,6.95544482758621,5.24748579795022,4.98268639575972,5.09194352517986
75,0.227259863315806,0.125540271358674,0.075233821492456,0.174442686705757,1,0,0,0,0,0,0,1,0,0,AA-related,1,AAT2,369,1441,1852,1966,2211.50901626016,21.0402213740458,83.7479233261339,432.786303662258,268.919807588076,224.558479528105,245.07921112311,240.616745167854
76,0.042003507772783,0.092077479740769,0.03601110095536,0.030421331452509,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG34,2021,1057,1392,1746,2113.30331024245,19.4952497634816,89.5003577586207,456.097670103093,9.20524542305789,7.55751087984863,7.61071408045977,7.97880240549828
77,0.028636077871455,0.073845842688572,0.034231114252269,0.022482789313088,0,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG20,2639,1051,3403,2201,2022.59222205381,19.2542626070409,82.2376147516897,426.130835074966,7.01012353164077,5.72026736441484,5.41119688510138,5.93925352112676
78,0.593546815821688,0.058663977826442,0.306029026550325,0.523932119119823,1,0,0,1,0,0,0,0,0,0,-,1,SPE3,385,925,1681,1912,2040.27186233766,19.9073805405405,87.1190535395598,444.544532426778,214.12845974026,208.582174054054,204.739252230815,217.813431485356
79,0.027859749580344,0.065013257919014,0.030180194557345,0.022465111551612,1,0,0,1,0,0,0,0,0,0,Autophagy,0,ATG5,1093,1861,1865,822,2118.30751692589,19.4148876947877,88.439800536193,459.775672749392,9.30386642268985,7.27490542718968,7.58717962466488,8.21717518248175
80,0.292970257841683,0.109467003118551,0.083169186765841,0.269898139836648,1,0,0,1,0,0,0,0,0,0,Stress-related,0,DED1,476,1280,886,1325,2047.75045378151,23.26124375,83.1379164785553,383.855801509434,889.476039915966,854.04284296875,803.733075620768,823.626833207547
81,0.095260823776676,NA,0.072439137949944,0.080226307164677,0,0,0,0,0,0,0,0,0,0,-,0,ATG41,2187,NA,608,1865,2001.52838728852,NA,84.6085279605263,427.916418766756,16.1734970278921,NA,14.9321398026316,13.8506648793566
82,0.00580227028505,0.097803631616744,0.035531412767426,0.014475147151892,0,0,0,0,1,0,0,0,0,0,Marker,0,VPH1,495,1905,1027,509,2051.52237575758,20.481588976378,83.8646484907498,417.622314341847,272.399353535354,269.765356955381,281.711490749757,259.957037328094
83,0.567873377584434,0.078998800245473,0.56412766764745,0.579067850256442,0,0,0,1,0,0,0,0,0,0,Marker,0,NAB2,2205,1058,2744,4131,1955.01473968254,20.2024555765595,87.2902336005831,423.136354877754,200.505885260771,189.885668241966,211.287778425656,203.636382473977
84,0.019434921198795,0.711257527081067,0.251112284323303,0.042808134340182,0,1,0,0,0,0,0,0,0,0,Marker,0,COX4,694,2787,3165,2159,2022.4863443804,19.3590419806243,83.7547172195893,441.097459935155,48.76134870317,47.5676411912451,42.2363396524487,42.1996489115331
85,0.03015725156756,0.156020772530583,0.07034747769953,0.037008391794871,0,0,0,0,0,0,0,1,0,0,Marker,0,PEX3,2466,3939,5098,4849,2035.64246350365,19.1266296014217,81.6698097293056,402.53322870695,17.8599805352798,15.7076943386646,14.972328167909,15.9309533924521
86,0.054414310457679,0.083048155959451,0.06911419445064,0.046199211069741,0,0,0,0,0,0,0,0,1,0,Marker,0,TLG1,2068,1150,2404,2002,2037.92922630561,19.8575852173913,87.518612312812,432.006485014985,9.5141329787234,7.74899826086957,7.58632445923461,7.78968631368631
87,0.024205527208396,0.049019493816556,0.014858597769383,0.020859477647858,0,0,0,0,0,0,0,0,1,0,Marker,0,VRG4,1995,2543,1715,2988,2055.28637593985,20.6732788045615,89.0415008746356,438.063829651941,220.388612531328,207.413409752261,213.716064139942,216.134667670683
88,0.067771466806585,0.072286562976588,0.090950626700582,0.07604295309302,0,0,0,0,0,0,0,0,0,1,Marker,0,TGL3,2851,1976,1678,3847,2025.43314556296,19.329455465587,88.4925762812872,424.69925604367,10.4663114696598,8.63063006072874,9.77600715137068,9.92591655835716
89,0.215280910807009,0.075701826708071,0.309637638369819,0.269442070741226,0,0,0,1,0,0,0,0,0,0,Structural,0,NUP145,1184,2993,1292,1933,2126.07296114865,20.0938643501504,92.8578637770898,435.460070356958,52.0523851351351,52.1693197460742,49.9193343653251,48.403574754268
90,0.009977547789854,0.126499116227715,0.021569066302487,0.015282111913263,0,0,0,0,0,0,1,0,0,0,Structural,0,EDE1,1322,1536,2114,2731,2160.69526248109,19.7336647135417,89.1358528855251,434.519781032589,78.8588358547655,75.9870078125,72.4365884578997,76.89717429513
91,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
