,3n75 wt,half,fiber,wt,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Peroxisome,golgi,lipid droplet,Category,SGA-hit,names,n3n75 wt,nhalf,nfiber,nwt,y3n75 wt,yhalf,yfiber,ywt,r3n75 wt,rhalf,rfiber,rwt
71,0.989,0.894811387900356,0.947285714285714,NA,0,0,0,0,1,0,0,0,0,0,Protease,0,APE1,1,1124,70,NA,343.052,19.3304902135231,94.0173857142857,NA,2.848,7.33083451957295,12.9259714285714,NA
72,0.962,0.898887801696021,0.959269230769231,0.958375,0,1,0,0,0,0,0,0,0,0,Autophagy,0,ATG32,11,1533,52,8,468.655363636364,19.4932165688193,90.2419230769231,100.85625,19.4425454545455,5.49996347031963,6.24925,26.620125
73,0.981666666666667,0.896801071878941,0.937232227488152,0.9521,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG10,6,3172,211,10,1041.96683333333,19.1528439470366,84.0035639810427,90.4933,6.9395,5.15738083228247,6.2132654028436,19.714
74,0.971333333333333,0.901366726835138,0.939346055979644,0.948571428571429,0,0,0,1,0,0,0,0,0,0,DNA-related,1,MMS22,6,3324,393,21,563.8465,19.5503772563177,76.9184809160305,123.912761904762,35.9596666666667,5.13802797833935,6.71448854961832,3.30904761904762
75,NA,0.903330402930403,0.944830687830688,0.974857142857143,1,0,0,0,0,0,0,1,0,0,AA-related,1,AAT2,NA,1365,189,63,NA,20.7440945054945,81.9595502645503,153.581904761905,NA,223.557880586081,214.527248677249,141.857079365079
76,0.958428571428571,0.899661386138614,0.951884297520661,0.95475,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG34,7,1010,121,8,402.839571428571,19.420195049505,90.4904297520661,153.00175,48.2625714285714,7.54302871287129,11.3505619834711,83.558375
77,0.9818125,0.905583250249252,0.946908713692946,0.9178125,0,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG20,16,1003,241,16,976.4098125,19.0983449651047,81.06022406639,132.1988125,27.0414375,5.63404187437687,7.05644398340249,25.8560625
78,0.981666666666667,0.902314479638009,0.953857142857143,0.9737,1,0,0,1,0,0,0,0,0,0,-,1,SPE3,3,884,140,10,204.387,19.834786199095,95.0919285714286,162.7376,92.3816666666667,208.179409502262,203.970842857143,112.3547
79,0.98675,0.901933147632312,0.956311764705882,0.989333333333333,1,0,0,1,0,0,0,0,0,0,Autophagy,0,ATG5,4,1795,170,3,1242.028,19.2180245125348,97.7906588235294,251.113666666667,7.64,7.07880891364903,14.2415411764706,13.008
80,0.953,0.90217220801364,0.938385416666667,0.97,1,0,0,1,0,0,0,0,0,0,Stress-related,0,DED1,3,1173,96,5,292.855666666667,22.7573631713555,92.0814479166667,77.7544,298.880666666667,848.984450127877,789.684354166667,240.0878
81,0.981142857142857,NA,0.932761904761905,0.938714285714286,0,0,0,0,0,0,0,0,0,0,-,0,ATG41,7,NA,42,7,755.657428571429,NA,77.7449523809524,153.238142857143,20.0085714285714,NA,20.9879523809524,52.5925714285714
82,0.986,0.860534269662921,0.94478313253012,0.904,0,0,0,0,1,0,0,0,0,0,Marker,0,VPH1,1,1780,83,1,22.762,20.2235825842697,92.1873975903614,193.367,4.814,268.938297752809,268.332626506024,18.232
83,0.9655,0.876426889106968,0.961248275862069,0.950875,0,0,0,1,0,0,0,0,0,0,Marker,0,NAB2,8,1019,290,8,343.512125,20.2383866535819,91.3844724137931,187.025375,52.507625,188.180961727184,272.998820689655,101.37775
84,NA,0.942563670411985,0.944241791044776,0.901454545454545,0,1,0,0,0,0,0,0,0,0,Marker,0,COX4,NA,2670,335,11,NA,19.3593662921348,87.3018447761194,140.833727272727,NA,48.0964303370787,40.3784417910448,34.3189090909091
85,0.984333333333333,0.90482299270073,0.936458544839256,0.959185185185185,0,0,0,0,0,0,0,1,0,0,Marker,0,PEX3,6,3836,591,162,862.696,19.1015072992701,72.0736818950931,109.248259259259,30.2285,15.6104303962461,14.7996429780034,10.1006913580247
86,0.955777777777778,0.89654991087344,0.950415458937198,0.966545454545454,0,0,0,0,0,0,0,0,1,0,Marker,0,TLG1,9,1122,207,11,384.534333333333,19.834504456328,88.730347826087,133.743454545455,75.3155555555556,7.646188057041,9.08025120772947,42.7319090909091
87,0.972357142857143,0.884687370600414,0.943115942028986,0.974,0,0,0,0,0,0,0,0,1,0,Marker,0,VRG4,14,2415,138,4,624.743428571429,20.5326761904762,83.6384275362319,147.98975,207.364071428571,207.283179296066,209.313282608696,188.1945
88,0.986090909090909,0.888921866806502,0.95163358778626,0.942055555555556,0,0,0,0,0,0,0,0,0,1,Marker,0,TGL3,11,1907,131,18,634.758,19.3290115364447,95.9247022900763,187.841722222222,58.4805454545454,8.62022286313582,15.6075496183206,19.4348333333333
89,0.989,0.868191334488735,0.959785123966942,0.954333333333333,0,0,0,1,0,0,0,0,0,0,Structural,0,NUP145,5,2885,121,6,1026.0054,20.0703726169844,106.818396694215,104.472333333333,28.7068,52.0161071057192,58.9160247933884,92.4365
90,0.986166666666667,0.907695506371563,0.951223404255319,0.9541875,0,0,0,0,0,0,1,0,0,0,Structural,0,EDE1,6,1491,188,16,822.226666666667,19.6995365526492,94.9378617021277,87.139875,41.6533333333333,75.6364641180416,66.9102127659575,111.34375
91,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
