,nothing,half,fiber,wt,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Peroxisome,golgi,lipid droplet,Category,SGA-hit,names,nnothing,nhalf,nfiber,nwt,ynothing,yhalf,yfiber,ywt,rnothing,rhalf,rfiber,rwt
15,NA,-0.090954245989305,0.023148648648649,0.313488372093023,0,0,0,0,0,0,0,0,0,0,Stress-related,1,TIF3,NA,374,148,43,NA,21.5223128342246,92.1734662162162,172.980209302326,NA,368.194339572193,303.020297297297,183.67276744186
16,NA,-0.081550583525714,0.15245,0.397516129032258,1,0,0,1,0,0,0,0,0,0,Chaperone,1,HCH1,NA,525,140,31,NA,21.5347447619048,99.80475,197.185903225806,NA,298.286116190476,248.797328571429,180.686580645161
17,NA,0.653091943127962,0.035917073170732,0.060868421052632,0,1,0,0,0,0,0,0,0,0,Protease,0,CYM1,NA,1055,205,38,NA,21.346145971564,95.2310731707317,169.422,NA,32.8976587677725,28.5244975609756,31.0995526315789
18,NA,-0.182998466257669,0.176343633980583,0.232255319148936,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE9,NA,652,103,47,NA,20.7211257668712,96.5455339805825,222.795808510638,NA,154.17506595092,155.665766990291,104.509
19,NA,-0.193709759188847,0.151141843971631,0.277914893617021,0,0,0,1,0,0,0,0,0,0,Proteasome,0,RPN2,NA,789,141,47,NA,20.8213029150824,93.5347163120567,125.901723404255,NA,182.177314321927,201.155659574468,83.9618510638298
20,NA,-0.172217056469166,0.160437799043062,0.225541666666667,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE6,NA,827,418,24,NA,20.624207980653,98.8434928229665,193.739375,NA,140.547140266022,162.498622009569,100.738
21,NA,-0.145462027023041,0.049112359550562,-0.04646,0,0,0,1,0,0,0,0,0,0,RNA-related,1,REF2,NA,1085,178,50,NA,20.4251382488479,97.2941235955056,166.9772,NA,20.34013640553,20.7950617977528,10.09806
22,NA,-0.044352378714286,0.041567164179105,0.097738461538462,1,0,0,0,0,0,0,0,0,0,Lipid-Related,1,YPK1,NA,350,201,65,NA,19.5836142857143,80.2899552238806,107.342753846154,NA,33.3116142857143,27.7525621890547,21.9346461538462
23,NA,-0.023325798689745,0.063372699242424,0.11869696969697,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG3,NA,1921,264,66,NA,19.9039062988027,104.570162878788,166.585121212121,NA,15.5126132222801,14.3220227272727,11.3093333333333
24,NA,-0.136091095393258,0.045975364900662,0.127406976744186,1,0,0,0,1,0,0,0,0,0,Autophagy,0,ATG18,NA,890,302,86,NA,20.6147943820225,94.2358907284768,176.23273255814,NA,24.0835943820225,21.2754668874172,16.9095581395349
25,NA,-0.0981330419055,0.085338456528926,0.098118421052632,1,0,0,1,0,0,0,0,0,0,Proteasome,0,RPN14,NA,1291,605,152,NA,20.3752726568552,96.0061454545455,166.204394736842,NA,10.2149000774593,9.81899669421488,7.21467105263158
26,NA,0.001982122790698,0.126552727272727,0.08908,0,0,1,0,0,0,0,0,0,0,Autophagy,0,ATG40,NA,215,275,25,NA,20.4815953488372,97.3738945454545,204.7738,NA,13.9412651162791,12.4234072727273,10.07244
27,NA,-0.041624423757764,0.058606382978723,0.064440789473684,1,0,0,0,0,0,0,0,0,0,Signaling,1,STE50,NA,644,94,152,NA,21.0118757763975,90.1573723404255,170.922802631579,NA,8.46321428571428,7.8753829787234,6.78305263157895
28,NA,-0.09056263682243,0.040413027125198,0.081363636363636,0,0,1,0,0,0,0,0,0,0,Autophagy,0,ATG15,NA,535,631,66,NA,20.3763345794393,83.5011743264659,143.526333333333,NA,16.1343757009346,13.8324912836767,10.2728939393939
29,NA,-0.059705298013245,0.07848717948718,0.108630434782609,1,0,0,1,0,0,0,0,0,0,-,1,PTC1,NA,302,156,46,NA,20.9573841059603,98.838858974359,171.73797826087,NA,6.6194701986755,7.34337820512821,5.18969565217391
30,NA,-0.144509433962264,0.050548913043478,0.19335,1,0,0,0,0,0,0,0,0,0,Stress-related,0,PGM2,NA,477,184,60,NA,19.8933626834382,99.0160760869565,150.532483333333,NA,33.1192620545073,33.9022989130435,34.28655
31,NA,-0.08194456829932,0.130140845070423,0.251378482926829,1,0,0,1,0,0,0,0,0,0,Stress-related,0,PBP1,NA,735,142,41,NA,20.7128965986395,84.2811830985916,132.997731707317,NA,53.8769319727891,46.4396478873239,30.1877073170732
32,NA,-0.155340292113565,0.01853,-0.004793103448276,0,0,0,1,0,0,0,0,0,0,Proteasome,0,BLM10,NA,317,100,29,NA,19.9992429022082,92.52068,191.581793103448,NA,25.2319652996845,26.02582,16.3916551724138
33,NA,-0.139908183333333,0.041940170940171,0.165698748863636,1,0,0,1,0,0,0,0,0,0,Stress-related,0,YAP1,NA,972,117,88,NA,18.7574032921811,93.4754444444444,117.139590909091,NA,14.9668076131687,15.412811965812,10.2209318181818
34,NA,-0.097316209229865,0.014573770491803,0.202040540540541,1,0,0,0,0,0,0,0,0,0,Stress-related,0,TSL1,NA,1701,61,74,NA,19.6349659024103,99.7578852459016,145.370472972973,NA,24.0224803057025,18.5013442622951,15.6756081081081
35,NA,-0.121697013696919,-0.027363059587021,-0.052350649350649,0,0,0,1,0,0,0,0,0,0,-,1,LRS4,NA,2402,339,77,NA,19.6264675270608,87.0713539823009,144.031428571429,NA,11.2686498751041,9.96674631268437,10.9784285714286
36,NA,-0.077485710416667,0.017530599512195,0.034857692424242,0,0,0,0,0,0,0,0,0,0,Vacuole-related,1,VPS3,NA,816,205,66,NA,19.675068627451,92.7119756097561,154.743015151515,NA,8.99769240196078,10.2972780487805,6.84857575757576
37,NA,-0.137804148557159,-0.031762127469671,0.039412,0,0,0,0,0,0,0,0,0,0,Structural,1,KRE28,NA,1802,1154,250,NA,19.9124700332963,77.991240034662,140.249016,NA,19.2855327413984,17.1277487001733,9.664708
38,NA,-0.019101951183432,0.077009039548023,0.129401162790698,0,0,0,0,0,1,1,0,0,0,Structural,1,BNI1,NA,338,885,172,NA,19.1496213017751,71.0371288135593,126.228354651163,NA,14.0680621301775,12.5319525423729,9.61473837209302
39,NA,-0.054179642011577,0.064678438021978,0.043636363636364,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG2,NA,1382,455,143,NA,20.0399066570188,80.2808065934066,136.589468531469,NA,7.71320477568741,6.89495824175824,5.79425174825175
40,NA,-0.148716370072993,0.09008,0.078275362318841,0,0,0,1,0,0,0,0,0,0,RNA-related,1,MED1,NA,685,125,69,NA,19.6458598540146,85.054048,118.920463768116,NA,23.8717386861314,22.598928,12.4156811594203
41,NA,-0.126587173015873,-0.007228187919463,0.061573333333333,0,0,0,1,0,0,0,0,0,0,DNA-related,1,RSC1,NA,504,149,75,NA,19.5257261904762,83.4314093959731,150.194613333333,NA,18.1587222222222,15.8960872483221,8.43994666666667
42,NA,-0.076512462674961,0.03827027027027,0.11215,1,0,0,0,0,0,0,0,0,0,RNA-related,1,BUD27,NA,643,148,60,NA,19.6219206842924,72.5176621621622,128.222016666667,NA,22.7758180404355,18.9018040540541,15.81575
43,NA,-0.094658246047619,0.078494713439636,0.086890625,1,0,0,0,0,0,0,0,0,0,Stress-related,0,CTT1,NA,840,439,64,NA,20.6140654761905,88.5345649202734,153.06740625,NA,18.5021642857143,13.969854214123,8.610234375
44,NA,-0.061670967741936,0.061848039215686,0.0396,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG13,NA,465,204,30,NA,18.4780043010753,99.6837058823529,141.302966666667,NA,8.62473548387097,7.28764215686274,5.4227
45,NA,-0.157409675889328,0.109233124291498,0.190860759493671,1,0,0,0,1,0,0,0,0,0,Stress-related,0,TFS1,NA,1012,247,79,NA,18.7520889328063,88.0957004048583,125.547341772152,NA,22.1423982213439,22.9526599190283,10.9274810126582
46,NA,-0.102556335376662,0.043390100921659,0.122857142857143,1,0,0,1,0,0,0,0,0,0,Stress-related,0,MSN2,NA,1354,217,105,NA,18.9275413589365,115.904815668203,220.048352380952,NA,15.4388677991137,14.361267281106,10.7247619047619
47,NA,-0.09995806951567,0.085643694965675,0.07684375,1,0,0,0,1,0,0,0,0,0,-,1,RMD1,NA,702,437,64,NA,18.9975142450142,92.3128672768879,140.16975,NA,12.3738988603989,11.5575652173913,7.803875
48,NA,-0.105681501095101,0.054810397553517,0.117078431372549,1,0,0,0,0,0,0,0,0,0,Stress-related,0,GLC3,NA,1735,327,51,NA,18.6227175792507,96.2743455657492,197.430843137255,NA,13.6561717579251,14.8307981651376,14.5932156862745
49,NA,-0.099795377615335,-0.029201923071719,-0.015123711340206,0,0,0,1,0,0,0,0,0,0,RNA-related,1,NSI1,NA,3078,739,291,NA,19.0721075373619,85.3367916102842,131.229786941581,NA,9.88398473034438,9.45329634641407,5.22205841924399
50,NA,-0.188019963551402,0.042158415841584,0.203728260869565,1,0,0,1,0,0,0,0,0,0,Proteasome,0,RPT1,NA,1712,202,184,NA,18.9625403037383,82.3870445544554,149.183119565217,NA,150.484473130841,156.542737623762,82.3980869565217
51,NA,-0.133193144230769,0.060479426361032,0.05634693877551,1,0,0,1,0,0,0,0,0,0,DNA-related,1,TOF1,NA,2028,349,49,NA,18.803275147929,77.624670487106,142.077836734694,NA,13.7045981262327,12.1828223495702,7.03520408163265
52,NA,-0.100265147446809,0.02780133153527,0.031410256410256,0,0,0,1,0,0,0,0,0,0,RNA-related,1,INO2,NA,940,241,39,NA,19.0292457446808,90.8855435684647,137.341153846154,NA,8.85032127659574,8.9756265560166,4.40079487179487
53,NA,-0.055625860684292,0.037828402366864,0.109255813953488,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG1,NA,643,169,43,NA,18.4766189735614,99.6766390532544,140.367604651163,NA,8.57905443234837,11.4965088757396,6.72537209302326
54,NA,-0.061229042479675,0.068647058823529,0.0366875,1,0,0,1,0,0,0,0,0,0,Autophagy,0,ATG17,NA,492,136,64,NA,18.4643292682927,90.9056691176471,135.704546875,NA,6.05981707317073,6.37769117647059,9.0930625
55,NA,-0.047013070202997,0.020679054054054,-0.016975609756098,0,0,0,0,1,0,0,0,0,0,Stress-related,0,WSC3,NA,2069,296,82,NA,19.7927974867086,77.3802466216216,143.811097560976,NA,7.61011068148864,7.12943581081081,5.86082926829268
56,NA,-0.010824230520394,0.04171835443038,0.138,1,1,1,0,0,0,0,0,0,0,Apoptosis ,1,YSP2,NA,1422,316,15,NA,18.1093509142053,84.1125189873418,180.762666666667,NA,6.68710900140647,7.37259810126582,8.35306666666667
57,NA,-0.142920397701149,0.0986,-0.004142857142857,0,1,0,1,0,0,0,0,0,0,Stress-related,0,HSF1,NA,1392,105,56,NA,18.7326853448276,85.7557142857143,167.900464285714,NA,18.692150862069,17.201980952381,9.04641071428571
58,NA,-0.123066230241935,0.086353993421053,0.170328125,0,0,0,0,0,0,0,1,0,0,Proteasome,1,UBI4,NA,992,152,64,NA,18.9112953629032,76.8672105263158,139.444109375,NA,15.4655393145161,19.7879605263158,11.095125
59,NA,-0.155083065801615,0.087702797202797,0.252260546875,1,0,0,0,1,0,0,0,0,0,Autophagy,0,ATG8,NA,1734,572,64,NA,18.6170709342561,85.2274702797203,147.049328125,NA,24.7911464821223,22.9352552447552,13.43515625
60,NA,-0.096242459162095,-0.070669642857143,0.028390950609756,0,0,0,0,0,0,0,0,0,0,Structural,0,SPC42,NA,2005,224,164,NA,19.2408379052369,77.7612008928571,152.170902439024,NA,16.0563695760599,13.1706428571429,8.75875
61,NA,-0.046452966565041,0.048369393139842,-0.020013422818792,0,0,1,0,0,0,0,0,0,0,Autophagy,0,ATG39,NA,2952,1516,298,NA,18.7671632791328,70.0243832453826,153.686610738255,NA,6.65857384823848,5.98151319261214,5.13510738255034
62,NA,-0.057909271021776,0.0416666390625,0.003925451190476,0,0,0,0,1,0,0,0,0,0,Protease,0,PFF1,NA,597,128,84,NA,18.8744338358459,83.536515625,137.209511904762,NA,6.56351591289782,6.384484375,5.00608333333333
63,NA,-0.03400648478836,0.066636142307692,0.010494505494506,0,0,0,0,1,0,0,0,0,0,-,1,AVT2,NA,756,286,182,NA,19.2026746031746,85.3198986013986,144.537758241758,NA,5.69823148148148,5.66147552447552,3.83361538461538
64,NA,-0.041099620273349,0.081032608695652,-0.003269230769231,1,0,0,1,0,0,0,0,0,0,Stress-related,0,MSN4,NA,439,184,26,NA,18.7980410022779,84.8443967391304,132.959192307692,NA,6.15665603644647,5.2890597826087,3.42696153846154
65,NA,-0.036337474530201,0.053247648902821,-0.002360824742268,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG12,NA,1192,319,97,NA,18.0359656040268,87.8219686520376,145.268319587629,NA,5.45811493288591,5.73847021943574,3.7751030927835
66,NA,-0.101786694539749,-0.053100401606426,-0.029,1,0,0,0,1,0,0,0,0,0,Autophagy,0,VAC8,NA,478,249,15,NA,18.4986736401674,82.6849518072289,146.584066666667,NA,97.0362845188285,77.2884176706827,48.0276666666667
67,-0.054035634230769,-0.039121278373383,0.061303303303303,0.066859154929578,0,0,0,0,1,0,0,0,0,0,-,1,NPR2,1560,2164,333,142,22.6745570512821,18.9198304066543,88.4984024024024,162.988309859155,6.67473974358974,5.76323890942699,5.27511411411411,4.66162676056338
68,NA,-0.089195026369427,0.040510242948718,0.051342857142857,0,1,1,1,0,0,0,0,0,0,Protease,0,STE24,NA,785,312,35,NA,18.9067414012739,82.4733397435897,138.439771428571,NA,82.7790101910828,73.4968717948718,43.3318
69,NA,-0.0479573412983,0.060765625,0.050254237288136,0,0,1,0,0,0,0,0,0,0,-,1,VMA21,NA,1294,128,59,NA,18.6005664605873,98.5195,157.504677966102,NA,6.67482071097372,5.8917890625,4.16235593220339
70,NA,-0.109526452016129,-0.026730769230769,-0.089222222222222,0,0,0,0,1,0,0,0,0,0,Protease,0,ECM14,NA,744,182,27,NA,18.5586814516129,89.602021978022,144.624037037037,NA,18.1747553763441,17.1996428571429,8.6577037037037
71,NA,-0.056515906115108,0.073510344827586,-0.027020833333333,0,0,0,0,1,0,0,0,0,0,Protease,0,APE1,NA,834,145,96,NA,17.7546474820144,100.165137931034,139.872354166667,NA,8.24303237410072,9.04493793103448,6.60511458333333
72,NA,-0.031015335029686,0.058161157024793,0.035357003305785,0,1,0,0,0,0,0,0,0,0,Autophagy,0,ATG32,NA,1179,242,121,NA,19.1609533502969,85.5730867768595,177.046438016529,NA,5.48938167938931,5.5030867768595,4.84114049586777
73,NA,-0.038964839234528,0.023952755905512,-0.005193087382298,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG10,NA,3684,254,531,NA,18.8797353420195,85.1900787401575,119.187429378531,NA,5.40912975027144,5.26179133858268,4.69683804143126
74,NA,-0.048517209302326,0.0440171300522,-0.045344086021505,0,0,0,1,0,0,0,0,0,0,DNA-related,1,MMS22,NA,1075,1341,93,NA,18.6016213953488,62.9502617449664,125.779322580645,NA,5.60306976744186,4.70209395973154,3.39967741935484
75,NA,-0.048661662817552,0.028827560548523,0.241713333333333,1,0,0,0,0,0,0,1,0,0,AA-related,1,AAT2,NA,866,474,150,NA,15.9633752886836,82.4725696202532,152.2936,NA,174.281668591224,163.129018987342,113.452026666667
76,NA,-0.027756015231788,0.083545677946768,0.042666666666667,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG34,NA,755,263,54,NA,19.4667072847682,93.59836121673,161.246537037037,NA,7.47381854304636,6.85177186311787,4.95138888888889
77,NA,-0.047355868176539,0.049643109540636,-0.055943396226415,0,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG20,NA,861,283,53,NA,19.9132427409988,78.8701943462898,139.077735849057,NA,6.83602787456446,5.25081272084806,3.66518867924528
78,NA,-0.143396355353075,0.147320987654321,0.456835616438356,1,0,0,1,0,0,0,0,0,0,-,1,SPE3,NA,439,162,73,NA,19.4075375854214,95.5906358024691,139.29702739726,NA,228.503544419134,183.668518518519,104.846780821918
79,NA,-0.04022297020757,0.026634285714286,0.1191589625,1,0,0,1,0,0,0,0,0,0,Autophagy,0,ATG5,NA,819,175,40,NA,18.8878742368742,78.6709828571429,157.7378,NA,7.23171794871795,5.88261142857143,4.59195
80,NA,-0.087317043247863,0.051304635761589,0.228,1,0,0,1,0,0,0,0,0,0,Stress-related,0,DED1,NA,1170,151,10,NA,22.2095897435897,88.6136490066225,112.151,NA,811.618594017094,713.355655629139,443.2874
81,NA,-0.101777297692308,0.04845,0.102019607843137,0,0,0,0,0,0,0,0,0,0,-,0,ATG41,NA,1404,40,51,NA,18.3011153846154,94.534975,145.817117647059,NA,14.4133091168091,15.64065,8.7576862745098
82,NA,-0.159751724137931,-0.081765090232558,-0.059943396226415,0,0,0,0,1,0,0,0,0,0,Marker,0,VPH1,NA,290,215,106,NA,20.0902931034483,89.4224372093023,150.925886792453,NA,266.171044827586,199.219404651163,113.921264150943
83,NA,-0.208942307692308,0.205789317507418,0.170105263157895,0,0,0,1,0,0,0,0,0,0,Marker,0,NAB2,NA,676,337,76,NA,20.1423964497041,92.3584658753709,174.129078947368,NA,224.662943786982,214.901459940653,120.653052631579
84,NA,0.581955545805494,0.071109247244095,-0.030135802469136,0,1,0,0,0,0,0,0,0,0,Marker,0,COX4,NA,1347,381,81,NA,19.4677713437268,89.9224829396325,163.001740740741,NA,45.2322932442465,41.9662099737533,26.9995061728395
85,NA,0.010413604643608,0.023127595726496,0.044472840807175,0,0,0,0,0,0,0,1,0,0,Marker,0,PEX3,NA,5233,936,223,NA,17.9905373590675,88.1353333333333,140.923044843049,NA,13.9126806802981,13.1153066239316,12.3056098654709
86,NA,-0.039999724134523,0.043781720107066,0.022698630136986,0,0,0,0,0,0,0,0,1,0,Marker,0,TLG1,NA,4148,467,73,NA,18.2724652844744,86.9462976445396,170.525465753425,NA,8.01270274831244,7.79531049250535,5.07845205479452
87,NA,-0.146597831041009,-0.069550767484663,0.021604651162791,0,0,0,0,0,0,0,0,1,0,Marker,0,VRG4,NA,634,489,86,NA,18.8144116719243,85.7483374233129,149.527860465116,NA,214.896457413249,161.684300613497,80.5251046511628
88,NA,-0.064317871355153,-0.024996234101383,-0.088563444117647,0,0,0,0,0,0,0,0,0,1,Marker,0,TGL3,NA,3697,434,68,NA,18.2394070868272,84.3985023041475,163.118911764706,NA,10.3895499053286,10.1349746543779,6.48410294117647
89,NA,-0.130788616569113,-0.01398081744868,0.031013333333333,0,0,0,1,0,0,0,0,0,0,Structural,0,NUP145,NA,4442,682,75,NA,18.9443084196308,82.8313958944282,162.056506666667,NA,52.7962161188654,44.6147492668622,22.0213866666667
90,NA,0.025627094972067,-0.011025157232704,0.08359243697479,0,0,0,0,0,0,1,0,0,0,Structural,0,EDE1,NA,716,318,238,NA,18.7912625698324,86.8806006289308,144.470403361345,NA,64.4082988826816,52.9712893081761,53.4137983193277
91,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,-,0,empty6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
